X Y CLASS
9.033934180076459 15.026401190404766 1.0
6.451239278502465 13.191978342135801 1.0
9.408151373001637 7.962197455293898 1.0
9.25418118134403 6.60950698380629 1.0
14.973288974464971 13.280618643233748 1.0
9.46265916711859 4.408622709485441 1.0
5.307834833092571 7.068663293374611 1.0
8.387889397692803 6.235298190889386 1.0
4.904931890041371 8.772852115524962 1.0
8.836015824947216 9.47685059682254 1.0
9.298048381129167 6.621664827408424 1.0
7.432955457300345 11.679256661828468 1.0
7.389666292847322 9.130621035203516 1.0
15.710136828430372 11.742286878843373 1.0
8.845409891116976 11.84085445933439 1.0
10.129178731674351 12.804322742501919 1.0
4.9589521140692465 8.075744533406926 1.0
4.725570930824929 9.047350900125771 1.0
14.385795999365925 10.082261042935004 1.0
12.17717014108844 14.444153206925943 1.0
14.657716635433864 10.724715551167385 1.0
9.657102610917157 15.394527863136304 1.0
13.157242016091876 11.921157903324623 1.0
14.33640120567267 9.046543106502607 1.0
8.841015901804308 14.081254098076442 1.0
10.037579819306394 13.642178537339188 1.0
6.381337166319218 11.050048721940023 1.0
8.949814636236951 6.931100053617585 1.0
12.517564537440968 5.114318204898403 1.0
8.924506293095813 9.167098782401812 1.0
5.6225956201875205 8.466093940415195 1.0
4.720258426495565 10.150894463338156 1.0
10.86097978140733 13.229278642141795 1.0
14.470281301476257 10.837766956354173 1.0
10.185966265598505 4.642374664260672 1.0
11.032466197560971 12.980321073778384 1.0
9.15172897288743 11.00252837250366 1.0
10.726684414935237 14.557941340414992 1.0
6.069409517716258 5.51879682853079 1.0
7.975952595924712 5.777043483481295 1.0
8.491642858644182 9.003425178083015 1.0
10.912739369653998 15.390675112769387 1.0
9.77094774576166 11.089417781074971 0.0
11.717491713095779 4.674879115088364 1.0
13.71671534837729 11.119752476172417 0.0
10.263514282753947 4.771480238213687 1.0
6.366247082958704 6.413528520026679 0.0
4.243285774085351 9.894031480735075 0.0
10.206298191110397 4.783006430831042 1.0
7.01327884874914 9.207206369991454 0.0
10.454300667088292 14.084200411425694 0.0
10.375623598647046 5.143545197749795 0.0
6.633981254312764 5.881531456471761 0.0
12.218494258468747 12.072373714043131 0.0
7.940202685816904 6.957706188899849 0.0
11.605064697725453 10.8340593038121 0.0
11.476963842375298 5.403924399580681 0.0
9.875962213636399 6.709260718129945 0.0
5.5646543310166585 13.317663240879998 0.0
15.128681968484862 7.315040551800031 0.0
10.088289521716858 11.233032919135248 0.0
7.227268879432378 9.698898614782447 0.0
11.446450830022592 14.175044145077225 0.0
4.837744425536103 9.458646049473598 0.0
9.76840836073565 13.67356369670522 0.0
8.694363219262653 12.382405585035741 0.0
10.07307796481867 14.917471714416116 0.0
5.757867083710515 9.208565851993322 0.0
13.575216836075423 13.053367262210072 0.0
9.40637536022411 11.710776974099733 0.0
11.637794420769374 15.222553366134546 0.0
8.569215191961582 14.91087771247637 0.0
9.907274706043335 7.9047329754968505 0.0
4.921269602514489 10.7805716145983 0.0
12.965383943675073 8.533056746069583 0.0
9.812704366658005 4.698821134047552 0.0
12.885415089035943 10.246213894592023 0.0
7.596925549224737 7.286226071393507 0.0
6.356946203926976 9.300468782937305 0.0
6.479978120688761 6.718853466196537 0.0
13.731196298705912 14.405233640696895 0.0
14.098791926037293 14.30508700672352 0.0
14.450714328352262 11.249986150255785 0.0
11.866688282258792 6.310617948313788 0.0
14.323198732550939 8.716591483536927 0.0
7.464356001791758 9.392115442402126 0.0
4.424777765207455 9.340078952542578 0.0
7.741742661750612 13.288346764117431 0.0
6.664102139082719 12.701154170655437 0.0
10.535740449413362 9.56975723396633 0.0
14.71069412646126 7.798559271052659 0.0
7.790016863763682 6.639579110436095 0.0
5.95968392404969 8.714266734789453 0.0
14.026463098827843 12.36346668418622 0.0
9.439286218129164 15.10630390109775 0.0
11.388528303305057 13.36363093240205 0.0
6.231188034993296 10.791088885268373 0.0
8.104068839733005 13.455867182063832 0.0
6.903797143873842 8.54601000927579 0.0
11.82721123365602 10.989198572825678 0.0
6.553626346627888 7.900683244952744 0.0
10.373061762912046 14.52878146973613 0.0
11.930061783062005 5.119114360489947 1.0
6.466758525661131 9.626474500630014 0.0
8.591849122343122 8.03437828822253 0.0
9.586546028208097 13.058703874749684 0.0
7.083911320822529 12.876242943055086 0.0
12.39811169062869 9.973897888206029 0.0
7.6870084106713055 15.277278850079853 0.0
14.485734569381158 8.847032487794667 0.0
9.541299787333504 4.202232800115273 0.0
12.576050839980223 5.756910159550941 0.0
8.66530070926926 9.755373502271391 0.0
14.232762426212922 9.853985112544855 0.0
13.678403689063485 11.361226942611491 0.0
6.61336087498968 6.298932614752683 0.0
5.908740490331401 9.551190227989984 0.0
11.518840187509877 6.9152201574343835 0.0
12.816333777695672 6.326967887373831 0.0
12.241052654148854 10.702004475409835 0.0
15.416879430908676 8.322306510663832 0.0
14.957331947737163 9.63491118813537 0.0
13.257322649078914 9.684039077068629 0.0
8.425391317091567 10.132601769731526 0.0
9.011741235634004 12.604386397938235 0.0
11.752807229301606 12.775956982192886 0.0
11.247459665613341 12.503441730923585 0.0
10.68596728585176 8.218897642214355 0.0
7.471221867936475 11.717211210837505 0.0
9.550324074346754 7.9399436544690865 0.0
6.031503512357621 14.4113099251193 0.0
13.766640736270531 8.395721120742841 0.0
15.676176312685577 8.638480716287447 0.0
15.230886328787403 9.674946556335936 0.0
13.42245965051292 14.48301179473331 0.0
7.8155107279208424 7.569887495308665 0.0
13.685287229960759 13.961092411244863 0.0
10.33101501781654 12.04306051267557 0.0
11.688727077321918 9.947182740178418 0.0
8.337588553847441 12.8769802880234 0.0
13.830188735278465 6.950823538640341 0.0
4.073325429275954 9.725838026828914 0.0
9.158572457857101 14.090535615981798 0.0
6.4986807693528075 13.54380095919028 0.0
15.73162034144823 9.717976532811095 0.0
13.021391778171115 10.829801388029752 0.0
5.6863172606426415 10.540421601310905 0.0
4.520657657088291 9.47834296077297 0.0
8.780574948629036 4.349931026520826 0.0
9.790613881279297 14.788450866834387 0.0
6.788249058072823 6.251504430533606 0.0
9.637091708065654 10.05644983728283 0.0
5.277494670091858 11.694280656376101 0.0
11.250763774036368 13.382499641011776 0.0
6.243158107209174 11.84504872002562 0.0
14.23844882372462 12.748122325687266 0.0
12.627064374199755 8.401580190226813 0.0
9.071689374859197 5.5092379402711416 0.0
6.891472065870891 11.014302783999614 0.0
9.651578923030318 13.02911477962244 0.0
14.29432779371307 9.602113620426216 0.0
10.914338784534031 11.246625411505997 0.0
6.295572748904528 6.804114045708085 0.0
5.675554956601612 7.027186786768076 0.0
4.879207487444235 9.59465267126717 0.0
5.614652369253658 9.099656230124333 0.0
9.341924599368763 14.988636607795009 0.0
8.276166726690208 11.718708622613377 0.0
8.437890976870538 15.272558043859657 0.0
15.090922349447498 8.560336355980748 0.0
12.172655080513028 8.322844942379772 0.0
6.553554518052005 13.598316775698734 0.0
8.569471444417898 13.896725933965463 0.0
6.5917032601087255 10.302585842271357 0.0
8.891934894964923 12.537115117802406 0.0
8.779109919408175 9.735542810290145 0.0
7.859233004910378 7.108705870377559 0.0
5.400540055133865 13.146819987523699 0.0
6.981149062232992 5.5859098729931915 0.0
10.785427335667048 13.232518925838558 0.0
12.225540386628184 5.280517564182778 0.0
8.002086788220286 7.594620934715133 0.0
6.600864106674389 11.399992580360115 0.0
13.02356415500244 10.338292014477972 0.0
6.796420422097567 12.699140924984984 0.0
12.731524163436188 8.461306180878294 0.0
10.626160965687193 12.753213929553443 0.0
13.617830829794004 14.749302229970628 0.0
6.904113101657101 7.437053662159599 0.0
6.413696394298977 5.397028898211664 0.0
9.69318311736361 13.978538791568699 0.0
9.278015027049802 9.773370770522947 0.0
9.53107967336679 10.72765846848321 0.0
12.963687186444663 13.319244766075837 0.0
12.103468561507993 10.487469776016482 0.0
9.856599030880538 9.290857861029489 0.0
11.20913889681523 13.883290862866183 0.0
11.664561777112493 11.274486397613927 0.0
10.99361717608861 11.631298102434656 0.0
6.947741506985379 6.04811125046713 0.0
10.396790671041048 9.681194709937284 0.0
8.644529561846086 5.293341863264129 0.0
14.006431398974241 10.342577178457235 0.0
10.873665130804858 4.937642457577864 0.0
4.543524583287059 10.882993089831503 0.0
6.378006457136511 10.02964546010668 0.0
7.012101899590837 12.863571012341229 0.0
12.515210311430394 7.938563772962706 0.0
8.616432479574206 5.026342208922379 0.0
6.812997697190006 12.85434824088071 0.0
7.6706258307746245 9.049067668417559 0.0
11.039127259648541 7.534500736426681 0.0
7.920296276304455 14.189079426101257 0.0
7.764820291123698 11.403027481946665 0.0
12.719221024572775 12.079547050817393 0.0
14.842722054307282 11.519301151480413 0.0
7.03240754748413 12.14641953092324 0.0
9.044977297550783 5.659391997217185 0.0
7.3666166095325885 5.7973315070473745 0.0
11.886822516379713 9.978847778996407 0.0
